"Id","Hash","System","Subsystem","File","Name","Genre","Developer","Year","Players"
"40579","0x77dc615e","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cleopatr.zip","Cleopatra Fortune","?","?","19XX","2"
"150684","0x7385ea0c","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/clshroad.zip","Clash-Road","?","?","19XX","2"
"40587","0xe11873a9","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cltchitr.zip","Clutch Hitter","?","?","19XX","2"
"40607","0xe1b9b25","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cninja.zip","Caveman Ninja","?","?","1991","2"
"40611","0xc5e3ab3","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cobracom.zip","Cobra-Command","?","?","19XX","2"
"108966","0x6d19a61e","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/columns.zip","Columns","?","?","1990","2"
"40618","0xe0b79ac8","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/columns2.zip","Columns II: The Voyage Through Time","?","?","19XX","2"
"40620","0x854eda4b","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/combatsc.zip","Combat School","?","?","19XX","2"
"40671","0xb4d20d6a","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cookbib.zip","Cookie & Bibi","?","?","19XX","2"
"40672","0xb706e446","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cookbib2.zip","Cookie & Bibi 2","?","?","19XX","2"
"40673","0xc001d4d0","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cookbib3.zip","Cookie & Bibi 3","?","?","19XX","2"
"40674","0x3627cfb8","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/coolmini.zip","Cool Minigame Collection","?","?","19XX","2"
"40678","0x12596439","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cop01.zip","Cop 01","?","?","19XX","2"
"40683","0xef6b4f8c","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cosmccop.zip","Cosmic Cop","?","?","19XX","2"
"40689","0x6d71f2a5","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cotton.zip","Cotton","?","?","1991","2"
"40693","0x369e8429","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/countryc.zip","Country Club","?","?","19XX","2"
"40710","0x83676181","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/crazyfgt.zip","Crazy Fight","?","?","19XX","1"
